;eartag;lp;plot;date;year_time;time;trap;station;species;PIT_tag;Sex;Body_mass;reproductive_state;open;recapture;Openfield_number;latency;Cross;zones.old;zones.new;manipulator;struggle_no;bag_struggle;watched;Struggle2..1.5.;X;yearText;BLUP_B
1405;621;1547;wally;08.sie.20;2020;AM;E10;E10-wally;APF;NA;M;24,5;NS;NA;R;2;0;29;;NA;MZ;2;38;MZ;NA;;2020;0,356521396
1406;621;1752;wally;11.sie.20;2020;AM;D9;D9-wally;APF;NA;M;24;NS;NA;R;3;3;22;NA;NA;MZ;3;47;MZ;NA;;2020;0,356521396
1407;622;1140;wally;23.lip.20;2020;AM;G10;G10-wally;APF;6,16E+14;M;20,5;NS;NA;NEW;1;0;13;NA;NA;MZ;1;48;NA;NA;;2020;0,028241566
1408;622;1663;wally;10.sie.20;2020;AM;D9;D9-wally;APF;NA;M;24,5;NS;NA;R;2;0;16;NA;NA;MZ;2;46;MZ;NA;;2020;0,028241566
1409;623;1139;wally;23.lip.20;2020;AM;F8;F8-wally;APF;6,16E+14;M;18;NS;NA;NEW;1;0;4;NA;NA;MZ;1;60;NA;NA;;2020;-0,16888557
1410;623;1548;wally;08.sie.20;2020;AM;E9;E9-wally;APF;NA;M;24;NS;NA;R;2;4;11;;NA;MZ;2;52;MZ;NA;;2020;-0,16888557
1411;623;2238;wally;26.sie.20;2020;AM;F8;F8-wally;APF;NA;M;28;NS;NA;R;3;0;19;NA;NA;AW;3;48;AW;NA;;2020;-0,16888557
1412;624;1272;natura;25.lip.20;2020;AM;D1;D1-natura;APF;6,16E+14;F;35;L;NA;NEW;1;0;18;JW.;NA;JW;1;54;JW;NA;;2020;0,079589053
1413;624;1281;natura;26.lip.20;2020;AM;D2;D2-natura;APF;NA;F;35;L;NA;R;2;0;20;NA;NA;JW;2;52;JW;NA;;2020;0,079589053
1414;624;1395;natura;28.lip.20;2020;AM;D2;D2-natura;APF;NA;F;34;L;NA;R;3;0;17;NA;NA;JW;3;58;JW;NA;;2020;0,079589053
1415;624;1879;natura;13.sie.20;2020;AM;E2;E2-natura;APF;NA;F;33;L;NA;R;4;0;11;NA;NA;JW;4;54;JW;NA;;2020;0,079589053
1416;628;1153;debowa;23.lip.20;2020;AM;D6;D6-debowa;APF;NA;M;20;NS;NA;R;1;0;25;NA;NA;MZ;1;56;MZ;NA;;2020;0,24189975
1417;628;1504;debowa;08.sie.20;2020;AM;G5;G5-debowa;APF;NA;M;27;NS;NA;R;2;0;12;NA;NA;JW;2;49;JW;NA;;2020;0,24189975
1418;628;2324;debowa;27.sie.20;2020;AM;F5;F5-debowa;APF;NA;M;32;NS;NA;R;3;0;25;NA;NA;MZ;4;60;MZ;NA;;2020;0,24189975
1419;629;1154;debowa;23.lip.20;2020;AM;E5;E5-debowa;APF;NA;M;14,5;NS;NA;R;1;0;23;NA;NA;MZ;1;59;MZ;NA;;2020;0,544785901
1420;629;1565;debowa;08.sie.20;2020;AM;E3;E3-debowa;APF;NA;M;20;NS;NA;R;2;0;31;;NA;MZ;2;54;MZ;NA;;2020;0,544785901
1421;629;1686;debowa;10.sie.20;2020;AM;H2;H2-debowa;APF;NA;M;20;NS;NA;R;3;0;30;NA;NA;JW;3;52;JW;NA;;2020;0,544785901
1422;630;1560;debowa;08.sie.20;2020;AM;C7;C7-debowa;APF;NA;M;29;S;NA;R;1;19;21;;NA;MZ;1;0;MZ;NA;;2020;0,150123741
1423;632;1132;debowa;23.lip.20;2020;AM;G7;G7-debowa;APF;NA;M;14;JUV;NA;R;1;0;15;NA;NA;JW;1;40;JW;NA;;2020;0,341011907
1424;632;1754;debowa;11.sie.20;2020;AM;H3;H3-debowa;APF;NA;M;19;NS;NA;R;2;0;25;NA;NA;JW;2;52;JW;NA;;2020;0,341011907
1425;632;2322;debowa;27.sie.20;2020;AM;G4;G4-debowa;APF;NA;M;22;NS;NA;R;3;0;26;NA;NA;MZ;3;60;MZ;NA;;2020;0,341011907
1426;634;1117;wally;23.lip.20;2020;AM;E8;E8-wally;APF;NA;M;20;NS;NA;R;1;0;18;NA;NA;JW;1;52;JW;NA;;2020;-0,037505001
1427;634;1537;wally;08.sie.20;2020;AM;G9;G9-wally;APF;NA;M;27;NS;NA;R;2;0;15;NA;NA;JW;2;16;JW;NA;;2020;-0,037505001
1428;634;1711;wally;10.sie.20;2020;AM;F10;F10-wally;APF;NA;M;25;NS;NA;R;3;3;7;NA;NA;JW;3;41;JW;NA;;2020;-0,037505001
1429;635;1706;wally;10.sie.20;2020;AM;H5;H5-wally;APF;NA;F;23;NP;NA;R;1;0;19;NA;NA;JW;1;22;JW;NA;;2020;0,226610961
1430;635;2395;wally;28.sie.20;2020;AM;H5;H5-wally;APF;NA;F;22;NP;NA;R;2;0;22;NA;NA;JW;3;44;JW;NA;;2020;0,226610961
1431;637;1501;debowa;08.sie.20;2020;AM;G3;G3-debowa;APF;NA;F;16,5;NP;NA;R;1;0;11;NA;NA;JW;1;25;JW;NA;;2020;-0,084334104
1432;637;1688;debowa;10.sie.20;2020;AM;G3;G3-debowa;APF;NA;F;15,5;NP;NA;R;2;52;0;NA;NA;JW;3;39;JW;NA;;2020;-0,084334104
1433;646;1000;debowa;21.lip.20;2020;AM;C5;C5-debowa;APF;6,16E+14;M;30;NS;NA;NEW;1;54;16;NA;NA;AW;1;42;AW;NA;;2020;0,017465562
1434;646;1558;debowa;08.sie.20;2020;AM;E10;E10-debowa;APF;6,16E+14;M;32,5;S;NA;R;2;0;10;;NA;MZ;2;0;MZ;NA;;2020;0,017465562
1435;646;1678;debowa;10.sie.20;2020;AM;C7;C7-debowa;APF;6,16E+14;M;31,5;S;NA;R;3;37;15;NA;NA;AW;4;54;AW;NA;;2020;0,017465562
1436;646;2329;debowa;27.sie.20;2020;AM;F7;F7-debowa;APF;NA;M;33;S;NA;R;4;4;18;NA;NA;MZ;5;58;MZ;NA;;2020;0,017465562
1437;647;990;debowa;21.lip.20;2020;AM;A2;A2-debowa;APF;6,16E+14;F;14;NP;NA;NEW;1;0;21;NA;NA;MZ;1;37;MZ;NA;;2020;0,292300466
1438;647;1150;debowa;23.lip.20;2020;AM;B2;B2-debowa;APF;NA;F;13;NP;NA;R;2;0;19;NA;NA;MZ;2;58;MZ;NA;;2020;0,292300466
1439;647;1564;debowa;08.sie.20;2020;AM;E2;E2-debowa;APF;NA;F;16,5;NP;NA;R;3;0;21;;NA;MZ;3;60;MZ;NA;;2020;0,292300466
1440;647;1683;debowa;10.sie.20;2020;AM;E3;E3-debowa;APF;NA;F;17,5;NP;NA;R;4;0;15;NA;NA;AW;4;43;AW;NA;;2020;0,292300466
1441;648;898;bagno;14.lip.20;2020;AM;J10;J10-bagno;APF;6,16E+14;M;20,5;NS;NA;NEW;1;0;8;NA;NA;JW;1;31;JW;NA;;2020;-0,17452847
1442;657;304;trojkat;23.cze.20;2020;AM;G10;G10-trojkat;APF;9,68E+14;F;32;L;NO;NEW;1;0;21;NA;NA;AW;1;43;AW;NA;;2020;0,11806463
1443;657;323;trojkat;24.cze.20;2020;AM;G10;G10-trojkat;APF;NA;F;29,5;L;NO;R;2;0;4;NA;NA;JW;2;47;JW;NA;;2020;0,11806463
1444;657;389;trojkat;26.cze.20;2020;AM;F9;F9-trojkat;APF;NA;F;29;L;NO;R;3;0;16;NA;NA;JW;3;17;JW;NA;;2020;0,11806463
1445;657;763;trojkat;11.lip.20;2020;AM;H8;H8-trojkat;APF;NA;F;33;L;NA;R;4;6;23;NA;NA;AW;4;39;AW;NA;;2020;0,11806463
1446;657;868;trojkat;13.lip.20;2020;AM;J5;J5-trojkat;APF;9,68E+14;F;32;L;NA;NEW;5;20;11;NA;NA;AW;5;46;AW;NA;;2020;0,11806463
1447;657;1404;trojkat;29.lip.20;2020;AM;J4;J4-trojkat;APF;NA;F;33;NP;NA;R;6;0;24;NA;NA;JW;6;44;JW;NA;;2020;0,11806463
1448;657;1995;trojkat;16.sie.20;2020;AM;H5;H5-trojkat;APF;NA;F;32;L;NA;R;7;0;16;NA;NA;JW;8;34;JW;NA;;2020;0,11806463
1449;657;2089;trojkat;18.sie.20;2020;AM;J4;J4-trojkat;APF;9,68E+14;F;29;NP;NA;R;8;0;16;;NA;AW;9;60;AW;NA;;2020;0,11806463
1450;665;989;debowa;21.lip.20;2020;AM;B1;B1-debowa;APF;9,68E+14;M;29;S;NA;R;1;28;16;NA;NA;AW;1;44;AW;NA;;2020;-0,28696044
1451;665;1155;debowa;23.lip.20;2020;AM;E2;E2-debowa;APF;NA;M;30;S;NA;R;2;0;8;NA;NA;MZ;2;27;MZ;NA;;2020;-0,28696044
1452;665;1673;debowa;10.sie.20;2020;AM;C1;C1-debowa;APF;NA;M;33;S;NA;R;3;0;4;NA;NA;AW;3;0;AW;NA;;2020;-0,28696044
1453;668;901;bagno;14.lip.20;2020;AM;I6;I6-bagno;APF;NA;M;27;S;NA;R;1;0;13;NA;NA;JW;1;21;JW;NA;;2020;-0,040544327
1454;677;1170;wally;24.lip.20;2020;AM;I9;I9-wally;APF;NA;F;20;NP;NA;R;1;0;23;NA;NA;MZ;1;39;MZ;NA;;2020;0,216384316
1455;681;1179;debowa;24.lip.20;2020;AM;E10;E10-debowa;APF;NA;M;17;NS;NA;NEW;1;5;8;;NA;MZ;1;43;MZ;NA;;2020;-0,090286899
1456;681;1681;debowa;10.sie.20;2020;AM;D10;D10-debowa;APF;NA;M;22,5;S;NA;R;2;0;27;NA;NA;AW;2;50;AW;NA;;2020;-0,090286899
1457;681;2266;debowa;27.sie.20;2020;AM;D10;D10-debowa;APF;NA;M;24;NS;NA;R;3;0;23;NA;NA;MZ;3;50;MZ;NA;;2020;-0,090286899
1458;681;1015;debowa;22.lip.20;2020;AM;E10;E10-debowa;APF;6,16E+14;M;18;NS;NA;NEW;4;34;1;NA;NA;AW;4;58;AW;NA;;2020;-0,090286899
1459;682;1016;debowa;22.lip.20;2020;AM;D4;D4-debowa;APF;6,16E+14;M;15;NS;NA;NEW;1;5;15;NA;NA;AW;1;36;AW;NA;;2020;0,047967517
1460;683;1004;debowa;22.lip.20;2020;AM;A1;A1-debowa;APF;6,16E+14;F;25,5;NP;NA;NEW;1;35;3;NA;NA;AW;1;16;AW;NA;;2020;-0,406859795
1461;684;1005;debowa;22.lip.20;2020;AM;B1;B1-debowa;APF;6,16E+14;F;9;JUV;NA;NEW;1;3;0;NA;NA;AW;1;1;AW;NA;;2020;0,33532652
1462;684;1556;debowa;08.sie.20;2020;AM;A1;A1-debowa;APF;NA;M;14;NP;NA;R;2;3;27;;NA;MZ;2;3;MZ;NA;;2020;0,33532652
1463;686;1013;debowa;22.lip.20;2020;AM;C8;C8-debowa;APF;6,16E+14;F;22;NP;NA;NEW;1;13;7;NA;NA;AW;1;25;AW;NA;;2020;0,073422098
1464;686;2265;debowa;27.sie.20;2020;AM;A10;A10-debowa;APF;NA;F;27;NP;NA;NEW;2;0;32;NA;NA;MZ;2;48;MZ;NA;;2020;0,073422098
1465;687;1006;debowa;22.lip.20;2020;AM;A2;A2-debowa;APF;6,16E+14;M;15;NS;NA;NEW;1;0;15;NA;NA;AW;1;16;AW;NA;;2020;0,047967517
1466;688;1012;debowa;22.lip.20;2020;AM;B7;B7-debowa;APF;6,16E+14;M;31,5;S;NA;NEW;1;0;16;NA;NA;AW;1;0;AW;NA;;2020;-0,203168361
1467;688;1559;debowa;08.sie.20;2020;AM;C8;C8-debowa;APF;NA;M;35;S;NA;R;2;0;7;;NA;MZ;2;54;MZ;NA;;2020;-0,203168361
1468;688;1675;debowa;10.sie.20;2020;AM;B5;B5-debowa;APF;NA;M;33;S;NA;R;3;0;9;NA;NA;AW;3;0;AW;NA;;2020;-0,203168361
1469;689;1011;debowa;22.lip.20;2020;AM;A7;A7-debowa;APF;6,16E+14;F;20;NP;NA;NEW;1;45;19;NA;NA;AW;1;53;AW;NA;;2020;0,424340445
1470;689;1632;debowa;09.sie.20;2020;AM;B7;B7-debowa;APF;NA;F;22;NP;NA;R;2;0;36;NA;NA;MZ;3;54;MZ;NA;;2020;0,424340445
1471;689;2496;debowa;29.sie.20;2020;AM;C7;C7-debowa;APF;NA;F;25,5;NP;NA;R;3;84;22;NA;NA;JW;5;56;JW;NA;;2020;0,424340445
1472;690;108;wally;17.cze.20;2020;AM;H4;H4-wally;APF;9,68E+14;M;46;NS;NA;NEW;1;0;22;NA;NA;JW;1;58;JW;NA;;2020;0,376025354
1473;690;1778;wally;11.sie.20;2020;AM;I2;I2-wally;APF;NA;M;45;S;NA;R;2;0;33;NA;NA;JW;2;16;JW;NA;;2020;0,376025354
1474;690;2393;wally;28.sie.20;2020;AM;G2;G2-wally;APF;NA;M;44;S;NA;R;3;0;27;NA;NA;JW;3;57;JW;NA;;2020;0,376025354
1475;693;1776;wally;11.sie.20;2020;AM;J6;J6-wally;APF;NA;M;28;S;NA;R;1;0;20;NA;NA;JW;1;48;JW;NA;;2020;0,130626598
1476;697;565;wally;06.lip.20;2020;AM;G3;G3-wally;APF;NA;M;30;NS;NA;R;1;0;27;NA;NA;JW;1;49;JW;NA;;2020;0,334672294
1477;697;1703;wally;10.sie.20;2020;AM;G2;G2-wally;APF;NA;M;35,5;NS;NA;R;2;0;25;NA;NA;JW;2;25;JW;NA;;2020;0,334672294
1478;697;2231;wally;26.sie.20;2020;AM;G1;G1-wally;APF;NA;M;33;NS;NA;R;3;0;19;NA;NA;AW;3;47;AW;NA;;2020;0,334672294
1479;700;512;debowa;04.lip.20;2020;AM;I4;I4-debowa;APF;9,68E+14;M;22;NS;NA;NEW;1;16;26;NA;NA;JW;1;37;JW;NA;;2020;0,277333761
1480;708;1138;wally;23.lip.20;2020;AM;G7;G7-wally;APF;6,16E+14;M;24;NS;NA;NEW;1;0;37;NA;NA;MZ;1;54;NA;NA;;2020;0,480247906
1481;709;1146;wally;23.lip.20;2020;AM;I1;I1-wally;APF;6,16E+14;F;15;NP;NA;NEW;1;0;14;NA;NA;MZ;1;56;NA;NA;;2020;0,146550622
1482;709;1779;wally;11.sie.20;2020;AM;I1;I1-wally;APF;NA;F;18;NP;NA;R;2;0;21;NA;NA;JW;2;44;JW;NA;;2020;0,146550622
1483;713;1743;wally;11.sie.20;2020;AM;B5;B5-wally;APF;NA;M;31;S;NA;R;1;0;34;NA;NA;MZ;1;47;MZ;NA;;2020;0,404626506
1484;718;1042;wally;22.lip.20;2020;AM;F10;F10-wally;APF;6,16E+14;M;19,5;NS;NA;NEW;1;0;33;NA;NA;AW;1;54;AW;NA;;2020;0,420805015
1485;719;1041;wally;22.lip.20;2020;AM;F9;F9-wally;APF;6,16E+14;M;17;NS;NA;NEW;1;0;23;NA;NA;AW;1;60;AW;NA;;2020;0,256956848
1486;719;1549;wally;08.sie.20;2020;AM;D9;D9-wally;APF;NA;M;24;NS;NA;R;2;0;19;;NA;MZ;2;56;MZ;NA;;2020;0,256956848
1487;720;1047;wally;22.lip.20;2020;AM;J7;J7-wally;APF;6,16E+14;F;21;NP;NA;NEW;1;19;16;NA;NA;AW;1;0;AW;NA;;2020;0,12721784
1488;720;1600;wally;09.sie.20;2020;AM;J6;J6-wally;APF;NA;F;25;NP;NA;R;2;0;19;NA;NA;JW;2;16;JW;NA;;2020;0,12721784
1489;723;1627;debowa;09.sie.20;2020;AM;A3;A3-debowa;APF;NA;M;33,5;S;NA;R;1;3;14;NA;NA;MZ;1;60;MZ;NA;;2020;-0,073676634
1490;723;1718;debowa;11.sie.20;2020;AM;A4;A4-debowa;APF;NA;M;32,5;S;NA;R;2;3;18;NA;NA;AW;2;58;AW;NA;;2020;-0,073676634
1491;723;2207;debowa;26.sie.20;2020;AM;A3;A3-debowa;APF;NA;M;33;S;NA;R;3;0;8;NA;NA;MZ;3;53;MZ;NA;;2020;-0,073676634
1492;727;1366;natura;28.lip.20;2020;AM;F7;F7-natura;APF;NA;F;32;L;YES;R;1;0;21;NA;NA;AW;1;60;AW;NA;;2020;0,287146394
1493;727;1817;natura;12.sie.20;2020;AM;J7;J7-natura;APF;NA;F;31,5;L;NA;R;2;0;27;NA;NA;MZ;2;53;MZ;NA;;2020;0,287146394
1494;729;1311;natura;26.lip.20;2020;AM;F10;F10-natura;APF;NA;F;15,5;NP;NA;R;1;0;11;NA;NA;MZ;1;10;MZ;NA;;2020;0,390005984
1495;729;1800;natura;12.sie.20;2020;AM;E7;E7-natura;APF;NA;F;17;NP;NA;R;2;0;29;NA;NA;JW;2;41;JW;NA;;2020;0,390005984
1496;729;1945;natura;15.sie.20;2020;AM;F7;F7-natura;APF;NA;F;16;NP;NA;R;3;0;35;NA;NA;MZ;5;50;MZ;NA;;2020;0,390005984
1497;736;1374;karpaty;28.lip.20;2020;AM;H6;H6-karpaty;APF;6,16E+14;F;23;NP;YES;NEW;1;3;8;NA;NA;MZ;1;2;MZ;NA;;2020;0,097892294
1498;736;1830;karpaty;12.sie.20;2020;AM;I4;I4-karpaty;APF;6,16E+14;F;24,5;NP;YES;R;2;0;20;NA;NA;MZ;2;11;MZ;NA;;2020;0,097892294
1499;736;2527;karpaty;30.sie.20;2020;AM;I5;I5-karpaty;APF;NA;F;24,5;NP;NA;R;3;0;24;NA;NA;MZ;4;60;MZ;NA;;2020;0,097892294
1500;737;1333;natura;27.lip.20;2020;AM;G9;G9-natura;APF;NA;F;18;NP;NA;R;1;0;30;NA;NA;AW;1;50;AW;NA;;2020;0,81387733
1501;737;1841;natura;13.sie.20;2020;AM;H9;H9-natura;APF;NA;F;18;NP;NA;R;2;0;49;NA;NA;AW;2;59;AW;NA;;2020;0,81387733
1502;737;2666;natura;01.wrz.20;2020;AM;C8;C8-natura;APF;NA;F;20,5;NP;NA;R;3;0;38;NA;NA;AW;3;60;AW;NA;;2020;0,81387733
1503;739;1271;natura;25.lip.20;2020;AM;D5;D5-natura;APF;6,16E+14;M;23;NS;NA;NEW;1;0;4;JW.;NA;JW;1;32;JW;NA;;2020;-0,187538154
1504;739;1355;natura;27.lip.20;2020;AM;E5;E5-natura;APF;6,16E+14;M;23;NA;NA;R;2;0;17;NA;NA;JW;2;30;JW;NA;;2020;-0,187538154
1505;739;1866;natura;13.sie.20;2020;AM;A2;A2-natura;APF;NA;M;24,5;NS;NA;R;3;0;11;NA;NA;JW;3;11;JW;NA;;2020;-0,187538154
1506;739;2512;natura;30.sie.20;2020;AM;G8;G8-natura;APF;NA;M;29;NS;NA;R;4;3;4;NA;NA;MZ;4;56;MZ;NA;;2020;-0,187538154
1507;739;2717;natura;02.wrz.20;2020;AM;E7;E7-natura;APF;NA;M;31;NS;NA;R;5;0;23;NA;NA;AW;5;55;AW;NA;;2020;-0,187538154
1508;742;1371;natura;28.lip.20;2020;AM;C9;C9-natura;APF;6,16E+14;M;22;S;NA;NEW;1;15;13;NA;NA;AW;1;58;AW;NA;;2020;-0,025618503
1509;743;788;trojkat;11.lip.20;2020;AM;A6;A6-trojkat;APF;9,68E+14;M;18,5;NS;NA;NEW;1;11;11;NA;NA;JW;1;0;JW;NA;;2020;-0,08743304
1510;743;808;trojkat;12.lip.20;2020;AM;A6;A6-trojkat;APF;9,68E+14;M;18;NS;NA;R;2;0;30;NA;NA;JW;2;44;JW;NA;;2020;-0,08743304
1511;743;844;trojkat;13.lip.20;2020;AM;A6;A6-trojkat;APF;NA;M;18;NS;NA;R;3;0;12;NA;NA;JW;3;18;JW;NA;;2020;-0,08743304
1512;743;1432;trojkat;29.lip.20;2020;AM;B6;B6-trojkat;APF;9,68E+14;M;24,5;NS;NA;R;4;1;10;NA;NA;MZ;5;0;MZ;NA;;2020;-0,08743304
1513;743;2037;trojkat;17.sie.20;2020;AM;A6;A6-trojkat;APF;NA;M;27;NS;NA;R;5;0;4;NA;NA;MZ;7;36;MZ;NA;;2020;-0,08743304
1514;743;2071;trojkat;18.sie.20;2020;AM;B6;B6-trojkat;APF;NA;M;26;NS;NA;R;6;7;8;NA;NA;MZ;8;32;MZ;NA;;2020;-0,08743304
1515;745;1421;bagno;29.lip.20;2020;AM;B1;B1-bagno;APF;6,16E+14;M;21;S;NA;NEW;1;17;23;NA;NA;MZ;1;40;MZ;NA;;2020;0,349755477
1516;745;2011;bagno;16.sie.20;2020;AM;A2;A2-bagno;APF;NA;M;26;NS;NA;R;2;0;26;NA;NA;MZ;3;59;MZ;NA;;2020;0,349755477
1517;746;770;bagno;11.lip.20;2020;AM;A5;A5-bagno;APF;9,68E+14;M;13;JUV;NA;NEW;1;0;11;NA;NA;JW;1;54;JW;NA;;2020;-0,482053866
1518;746;832;bagno;13.lip.20;2020;AM;B6;B6-bagno;APF;NA;M;13,5;JUV;NA;R;2;6;7;NA;NA;JW;2;51;JW;NA;;2020;-0,482053866
1519;746;1426;bagno;29.lip.20;2020;AM;B5;B5-bagno;APF;6,16E+14;M;19;NS;NA;R;3;0;12;NA;NA;MZ;3;53;MZ;NA;;2020;-0,482053866
1520;746;1473;bagno;31.lip.20;2020;AM;B5;B5-bagno;APF;NA;M;17;NS;NA;R;4;22;3;NA;NA;JW;5;54;JW;NA;;2020;-0,482053866
1521;746;2016;bagno;16.sie.20;2020;AM;C6;C6-bagno;APF;NA;M;23;NS;NA;R;5;0;1;NA;NA;JW;6;58;JW;NA;;2020;-0,482053866
1522;746;2081;bagno;18.sie.20;2020;AM;C8;C8-bagno;APF;NA;M;23;NS;NA;R;6;120;0;NA;NA;RZ;7;53;RZ;NA;;2020;-0,482053866
1523;747;1428;bagno;29.lip.20;2020;AM;B8;B8-bagno;APF;9,68E+14;F;34;L;NA;R;1;0;11;NA;NA;MZ;1;50;MZ;NA;;2020;0,185412294
1524;747;1470;bagno;01.sie.20;2020;AM;B7;B7-bagno;APF;NA;F;29;L;NA;R;2;0;36;NA;NA;MZ;2;50;MZ;NA;;2020;0,185412294
1525;748;2036;trojkat;17.sie.20;2020;AM;B6;B6-trojkat;APF;6,16E+14;F;20,5;NP;NA;R;1;4;15;NA;NA;MZ;1;29;MZ;NA;;2020;0,046153012
1526;748;2113;trojkat;19.sie.20;2020;AM;B8;B8-trojkat;APF;NA;F;20;NP;NA;R;2;9;11;NA;NA;AW;2;11;AW;NA;;2020;0,046153012
1527;748;2821;trojkat;4/Sept/2020;2020;AM;B6;B6-trojkat;APF;NA;F;23,5;NP;NA;R;3;4;13;NA;NA;AW;3;42;AW;NA;;2020;0,046153012
1528;748;2875;trojkat;6/Sept/2020;2020;AM;B7;B7-trojkat;APF;6,16E+14;F;20;NP;NA;R;4;7;18;;NA;AW;4;21;AW;NA;;2020;0,046153012
1529;749;1363;natura;28.lip.20;2020;AM;G10;G10-natura;APF;6,16E+14;M;16,5;JUV;NA;NEW;1;0;11;NA;NA;AW;1;21;AW;NA;;2020;-0,053538457
1530;749;1917;natura;14.sie.20;2020;AM;G10;G10-natura;APF;NA;M;21,5;NS;NA;R;2;0;13;;NA;MZ;2;0;MZ;NA;;2020;-0,053538457
1531;750;1360;natura;28.lip.20;2020;AM;H3;H3-natura;APF;6,16E+14;F;12,5;JUV;NA;NEW;1;0;16;NA;NA;AW;1;41;AW;NA;;2020;-0,403418169
1532;750;1843;natura;13.sie.20;2020;AM;H5;H5-natura;APF;NA;F;16;NP;NA;R;2;0;4;NA;NA;AW;2;42;AW;NA;;2020;-0,403418169
1533;750;1939;natura;15.sie.20;2020;AM;H5;H5-natura;APF;NA;F;15,5;NP;NA;R;3;0;7;NA;NA;MZ;3;47;MZ;NA;;2020;-0,403418169
1534;750;2509;natura;30.sie.20;2020;AM;G9;G9-natura;APF;NA;F;20,5;NP;NA;R;4;0;2;NA;NA;MZ;4;43;MZ;NA;;2020;-0,403418169
1535;762;772;bagno;11.lip.20;2020;AM;A8;A8-bagno;APF;9,68E+14;F;15,5;NP;NA;NEW;1;0;10;NA;NA;JW;1;58;JW;NA;;2020;0,055942727
1536;762;1474;bagno;31.lip.20;2020;AM;A7;A7-bagno;APF;NA;F;18;NP;NA;R;2;0;21;NA;NA;JW;2;12;JW;NA;;2020;0,055942727
1537;770;1871;natura;13.sie.20;2020;AM;A9;A9-natura;APF;NA;F;19;NP;NA;R;1;0;21;NA;NA;JW;1;45;JW;NA;;2020;0,17559566
1538;780;1745;wally;11.sie.20;2020;AM;D10;D10-wally;APF;NA;M;30,5;S;NA;R;1;2;24;NA;NA;MZ;1;50;MZ;NA;;2020;0,210520371
1539;781;1125;wally;23.lip.20;2020;AM;E9;E9-wally;APF;NA;M;16;NS;NA;R;1;0;27;NA;NA;NA;1;57;JW;NA;;2020;0,314874529
1540;782;1124;wally;23.lip.20;2020;AM;D6;D6-wally;APF;NA;M;25;NS;NA;R;1;7;15;NA;NA;JW;1;47;JW;NA;;2020;0,018782889
1541;788;1085;debowa;22.lip.20;2020;AM;J8;J8-debowa;APF;6,16E+14;F;22;NP;NA;NEW;1;6;2;NA;NA;MZ;1;0;MZ;NA;;2020;-0,525017787
1542;788;1508;debowa;08.sie.20;2020;AM;G9;G9-debowa;APF;NA;F;25;NP;NA;R;2;0;2;NA;NA;JW;3;1;JW;NA;;2020;-0,525017787
1543;788;2229;debowa;26.sie.20;2020;AM;G7;G7-debowa;APF;NA;F;25,5;NP;NA;R;3;0;15;NA;NA;AW;4;53;AW;NA;;2020;-0,525017787
1544;789;1081;debowa;22.lip.20;2020;AM;H10;H10-debowa;APF;6,16E+14;M;33,5;NS;NA;NEW;1;40;7;NA;NA;MZ;1;0;MZ;NA;;2020;-0,25838624
1545;789;1612;debowa;09.sie.20;2020;AM;J9;J9-debowa;APF;NA;M;37,5;S;NA;R;2;0;11;NA;NA;JW;2;42;JW;NA;;2020;-0,25838624
1546;790;1080;debowa;22.lip.20;2020;AM;G8;G8-debowa;APF;9,68E+14;M;32;NS;NA;R;2;0;21;NA;NA;MZ;2;51;MZ;NA;;2020;-0,326632586
1547;790;1692;debowa;10.sie.20;2020;AM;G8;G8-debowa;APF;NA;M;38;S;NA;R;3;0;1;NA;NA;JW;3;1;JW;NA;;2020;-0,326632586
1548;791;1067;wally;22.lip.20;2020;AM;C4;C4-wally;APF;NA;F;26;NP;NA;NEW;1;6;6;NA;NA;MZ;1;56;MZ;NA;;2020;-0,269590522
1549;795;471;wally;04.lip.20;2020;AM;G5;G5-wally;APF;9,68E+14;F;20;NP;NO;NEW;1;0;21;NA;NA;JW;1;0;JW;NA;;2020;0,364427271
1550;795;953;wally;21.lip.20;2020;AM;F3;F3-wally;APF;9,68E+14;F;20,5;NP;NA;R;2;0;29;NA;NA;AW;2;39;AW;NA;;2020;0,364427271
1551;796;1707;wally;10.sie.20;2020;AM;F5;F5-wally;APF;NA;F;31;NP;NA;R;1;0;33;NA;NA;JW;1;26;JW;NA;;2020;0,279048524
1552;796;2236;wally;26.sie.20;2020;AM;F5;F5-wally;APF;NA;F;31,5;NP;NA;R;2;0;16;NA;NA;AW;2;48;AW;NA;;2020;0,279048524
1553;797;1775;wally;11.sie.20;2020;AM;I4;I4-wally;APF;NA;F;42;NP;NA;R;1;0;1;NA;NA;JW;1;49;JW;NA;;2020;-0,588647048
1554;798;521;wally;05.lip.20;2020;AM;E4;E4-wally;APF;NA;F;22,5;NP;NO;R;1;0;27;NA;NA;AW;1;55;AW;NA;;2020;0,331765171
1555;798;954;wally;21.lip.20;2020;AM;G5;G5-wally;APF;9,68E+14;F;26;NP;NA;R;2;0;22;NA;NA;AW;2;42;AW;NA;;2020;0,331765171
1556;798;1671;wally;10.sie.20;2020;AM;E5;E5-wally;APF;NA;F;25;NP;NA;R;3;0;29;NA;NA;MZ;3;51;MZ;NA;;2020;0,331765171
1557;798;2235;wally;26.sie.20;2020;AM;F3;F3-wally;APF;NA;F;27,5;NP;NA;R;4;0;11;NA;NA;AW;4;40;AW;NA;;2020;0,331765171
