;eartag;lp;plot;date;year_time;time;trap;station;species;PIT_tag;Sex;Body_mass;reproductive_state;open;recapture;Openfield_number;latency;Cross;zones.old;zones.new;manipulator;struggle_no;bag_struggle;watched;Struggle2..1.5.;X;yearText;BLUP_B
634;2735;3115;trojkat;05.wrz.21;2021;AM;J4;J4-trojkat;APF;6,16E+14;F;26;L;NA;R;3;0;33;;NA;JW;3;56;JW;NA;;2021;0,523796434
635;2736;2968;wally;10.sie.21;2021;AM;F3;F3-wally;APF;NA;M;29;S;NA;R;1;0;5;;NA;NZ;1;8;NZ;NA;;2021;-0,316160893
636;2737;3108;trojkat;02.wrz.21;2021;AM;J10;J10-trojkat;APF;6,16E+14;M;28;S;NA;NEW;1;0;15;;NA;JW;1;53;JW;NA;;2021;0,009787933
637;2738;3106;trojkat;02.wrz.21;2021;AM;J4;J4-trojkat;APF;6,16E+14;M;35;S;NA;NEW;1;0;8;;NA;JW;1;0;JW;NA;;2021;-0,218802937
638;2739;3110;bagno;03.wrz.21;2021;AM;F10;F10-bagno;APF;6,16E+14;M;31,5;S;NA;R;1;0;6;;NA;JW;1;20;JW;NA;;2021;-0,282244957
639;2740;3118;wally;13.06.2022r.;2022;AM;E9;E9-wally;APF;6,16E+14;M;29;S;NA;NEW;1;0;31;NA;NA;PC;1;55;PC;NA;;2022;0,33763316
640;2740;3120;wally;14.06.2022r.;2022;AM;F10;F10-wally;APF;6,16E+14;M;29;S;NA;R;2;3;34;NA;NA;PC;2;57;PC;NA;;2022;0,33763316
641;2740;3126;wally;16.06.2022r.;2022;AM;F10;F10-wally;APF;6,16E+14;M;29;S;NA;R;3;18;10;NA;NA;PC;3;57;PC;NA;;2022;0,33763316
642;2741;3117;trojkat;05.wrz.21;2021;AM;G3;G3-trojkat;APF;6,16E+14;F;38;P;NA;R;1;12;0;;NA;JW;1;27;JW;NA;;2021;-0,004197296
643;2750;3189;wally;1.07.2022r.;2022;AM;I4;I4-wally;APF;6,16E+14;F;31,5;P;NO;R;2;0;53;NA;NA;MW;2;59;UE;NA;;2022;0,75496487
644;2750;3230;wally;3.07.2022r.;2022;AM;J4;J4-wally;APF;6,16E+14;F;29;P;NO;R;3;0;29;;NA;MW;3;60;UE;NA;;2022;0,75496487
645;2750;3121;wally;14.06.2022r.;2022;AM;J3;J3-wally;APF;6,16E+14;F;25,5;P;YES;NEW;1;0;35;NA;NA;PC;1;49;PC;NA;;2022;0,75496487
646;2751;3142;bagno;21.06.2022r.;2022;AM;B3;B3-bagno;APF;6,16E+14;M;26;S;NA;NEW;1;53;0;NA;NA;UE;1;20;MW;NA;;2022;0,001166596
647;2751;3292;bagno;11.07.2022r.;2022;AM;A3;A3-bagno;APF;6,16E+14;M;30;S;NA;R;3;9;7;;NA;MW;4;33;UE;NA;;2022;0,001166596
648;2751;3272;bagno;9.07.2022r.;2022;AM;A1;A1-bagno;APF;6,16E+14;M;32;S;NA;R;2;0;25;;NA;MW;3;0;AR;NA;;2022;0,001166596
649;2753;3167;trojkat;23.06.2022r.;2022;AM;J7;J7-trojkat;APF;6,16E+14;M;29;S;NA;NEW;1;5;0;NA;NA;MW;1;54;UE;NA;;2022;0,114799787
650;2753;3303;trojkat;11.07.2022r.;2022;AM;J9;J9-trojkat;APF;6,16E+14;M;34;S;NA;R;2;3;27;;NA;MW;2;48;AR;NA;;2022;0,114799787
651;2753;3473;trojkat;30.07.2022r.;2022;AM;J9;J9-trojkat;APF;6,16E+14;M;36;S;NA;R;3;0;11;;NA;MW;3;5;MW;NA;;2022;0,114799787
652;2754;3125;wally;16.06.2022r.;2022;AM;A1;A1-wally;APF;6,16E+14;F;27,5;P;NO;R;2;0;44;NA;NA;PC;2;55;PC;NA;;2022;0,751603572
653;2754;3226;wally;3.07.2022r.;2022;AM;C1;C1-wally;APF;6,16E+14;F;23,5;NP;NO;R;3;0;36;;NA;MW;3;50;UE;NA;;2022;0,751603572
654;2754;3119;wally;14.06.2022r.;2022;AM;D1;D1-wally;APF;6,16E+14;F;27;P;YES;NEW;1;0;33;NA;NA;PC;1;49;PC;NA;;2022;0,751603572
655;2757;3127;natura;17.06.2022r.;2022;AM;F2;F2-natura;APF;6,16E+14;F;21,5;P;YES;NEW;1;120;0;NA;NA;UE;1;0;UE;NA;;2022;-0,009475286
656;2759;3124;wally;15.06.2022r.;2022;AM;J3;J3-wally;APF;6,16E+14;M;33;S;NA;NEW;1;120;0;NA;NA;PC;1;54;PC;NA;;2022;-0,005821
657;276;341;bagno;24.cze.20;2020;AM;B5;B5-bagno;APF;9,68E+14;F;25;L;YES;NEW;1;0;49;NA;NA;JW;1;60;JW;NA;;2020;0,412064085
658;276;363;bagno;25.cze.20;2020;AM;C4;C4-bagno;APF;NA;F;22;NA;NA;R;2;0;13;NA;NA;JW;2;46;JW;NA;;2020;0,412064085
659;2763;3131;karpaty;20.06.2022r.;2022;AM;B2;B2-karpaty;APF;6,16E+14;F;15;NP;NO;NEW;1;8;18;NA;NA;UE;1;0;UE;NA;;2022;0,118134779
660;2764;3133;karpaty;20.06.2022r.;2022;AM;F9;F9-karpaty;APF;NA;M;13;JUV;NA;NEW;1;0;17;NA;NA;UE;1;53;UE;NA;;2022;0,103696345
661;2765;3129;natura;18.06.2022r.;2022;AM;H10;H10-natura;APF;6,16E+14;F;25;NP;NO;NEW;1;120;0;NA;NA;UE;1;0;UE;NA;;2022;-0,008036435
662;2775;3096;natura;01.wrz.21;2021;AM;F4;F4-natura;APF;NA;M;19,5;S;NA;R;1;0;25;;NA;JW;1;49;JW;NA;;2021;0,201370116
663;2775;3132;karpaty;20.06.2022r.;2022;AM;J9;J9-karpaty;APF;6,16E+14;M;28;S;NA;NEW;1;1;16;NA;NA;UE;1;0;UE;NA;;2022;0,201370116
664;2776;2950;wally;08.sie.21;2021;AM;J3;J3-wally;APF;6,16E+14;M;28;S;NA;R;1;0;18;;NA;NZ;1;7;NZ;NA;;2021;-0,105533739
665;2776;2970;wally;10.sie.21;2021;AM;H2;H2-wally;APF;6,16E+14;M;25;NS;NA;R;3;13;7;;NA;NZ;3;9;NZ;NA;;2021;-0,105533739
666;2776;2963;wally;09.sie.21;2021;AM;J3;J3-wally;APF;6,16E+14;M;25;S;NA;R;2;0;11;;NA;NZ;2;7;NZ;NA;;2021;-0,105533739
667;2780;2961;wally;09.sie.21;2021;AM;G2;G2-wally;APF;6,16E+14;M;31;S;NA;R;1;37;3;;NA;NZ;1;16;NZ;NA;;2021;-0,419457992
668;2783;2958;debowa;09.sie.21;2021;AM;J9;J9-debowa;APF;6,16E+14;M;28,5;S;NA;NEW;1;0;28;;NA;NZ;1;0;NZ;NA;;2021;0,298177978
669;2784;2964;wally;09.sie.21;2021;AM;J4;J4-wally;APF;6,16E+14;M;28;S;NA;NEW;1;0;22;;NA;NZ;1;0;NZ;NA;;2021;0,176536459
670;2784;2973;wally;10.sie.21;2021;AM;J4;J4-wally;APF;6,16E+14;M;28;S;NA;R;2;62;17;;NA;NZ;2;0;NZ;NA;;2021;0,176536459
671;2786;2960;wally;09.sie.21;2021;AM;E2;E2-wally;APF;6,16E+14;M;31;NS;NA;NEW;1;0;4;;NA;NZ;1;60;NZ;NA;;2021;-0,368107278
672;2788;3020;debowa;25.sie.21;2021;AM;I9;I9-debowa;APF;6,16E+14;F;39;L;NA;R;2;0;18;;NA;JW;2;42;JW;NA;;2021;0,049739619
673;2788;2966;debowa;10.sie.21;2021;AM;I9;I9-debowa;APF;6,16E+14;F;39,5;P;YES;NEW;1;0;10;;NA;NZ;1;18;NZ;NA;;2021;0,049739619
674;2788;3032;debowa;26.sie.21;2021;AM;I9;I9-debowa;APF;6,16E+14;F;38;L;NA;R;3;0;25;;NA;JW;3;45;JW;NA;;2021;0,049739619
675;2789;2972;wally;10.sie.21;2021;AM;I7;I7-wally;APF;6,16E+14;M;23;S;NA;NEW;1;0;22;;NA;NZ;1;2;NZ;NA;;2021;0,190040546
676;279;338;bagno;24.cze.20;2020;AM;A2;A2-bagno;APF;9,68E+14;M;20,5;NS;NA;NEW;1;26;0;NA;NA;JW;1;0;JW;NA;;2020;-0,010579148
677;2790;2997;natura;14.sie.21;2021;AM;D2;D2-natura;APF;NA;M;15;NS;NA;R;2;0;10;;NA;NZ;2;40;NZ;NA;;2021;-0,120553054
678;2790;2976;natura;11.sie.21;2021;AM;E5;E5-natura;APF;6,16E+14;M;14,5;JUV;NA;NEW;1;0;10;;NA;NZ;1;5;NZ;NA;;2021;-0,120553054
679;2792;2990;natura;13.sie.21;2021;AM;F3;F3-natura;APF;NA;M;15;NS;NA;R;3;0;18;;NA;NZ;3;60;NZ;NA;;2021;0,19935318
680;2792;2986;natura;12.sie.21;2021;AM;F1;F1-natura;APF;NA;M;16;NS;NA;R;2;22;22;;NA;NZ;2;0;NZ;NA;;2021;0,19935318
681;2792;2980;natura;11.sie.21;2021;AM;F1;F1-natura;APF;6,16E+14;M;15,5;JUV;NA;NEW;1;0;13;;NA;NZ;1;50;NZ;NA;;2021;0,19935318
682;2793;2982;natura;12.sie.21;2021;AM;J2;J2-natura;APF;NA;F;30;L;NA;R;2;0;24;;NA;NZ;2;0;NZ;NA;;2021;0,52559441
683;2793;2978;natura;11.sie.21;2021;AM;J6;J6-natura;APF;NA;F;32;L;YES;R;1;0;42;;NA;NZ;1;0;NZ;NA;;2021;0,52559441
684;2793;2994;natura;13.sie.21;2021;AM;J2;J2-natura;APF;NA;F;30;L;NA;R;3;0;25;;NA;NZ;3;0;NZ;NA;;2021;0,52559441
685;2794;2987;natura;12.sie.21;2021;AM;J8;J8-natura;APF;NA;M;31,5;S;NA;R;2;40;23;;NA;NZ;2;0;NZ;NA;;2021;0,254862167
686;2794;2979;natura;11.sie.21;2021;AM;J8;J8-natura;APF;6,16E+14;M;32;S;NA;NEW;1;0;22;;NA;NZ;1;0;NZ;NA;;2021;0,254862167
687;2799;2975;natura;11.sie.21;2021;AM;C8;C8-natura;APF;6,16E+14;F;28;NP;NA;R;1;120;0;;NA;NZ;1;55;NZ;NA;;2021;-0,03141927
688;2799;2981;natura;12.sie.21;2021;AM;C8;C8-natura;APF;6,16E+14;F;29;NP;NA;R;2;120;0;;NA;NZ;2;60;NZ;NA;;2021;-0,03141927
689;2799;2993;natura;13.sie.21;2021;AM;G10;G10-natura;APF;NA;F;28;NP;NA;R;3;120;0;;NA;NZ;3;60;NZ;NA;;2021;-0,03141927
690;2800;2988;natura;13.sie.21;2021;AM;C4;C4-natura;APF;NA;M;33;S;NA;R;2;0;14;;NA;NZ;2;0;NZ;NA;;2021;0,041967365
691;2800;2983;natura;12.sie.21;2021;AM;E2;E2-natura;APF;NA;M;31;S;NA;R;1;0;18;;NA;NZ;1;0;NZ;NA;;2021;0,041967365
692;2801;3616;bagno;15.08.2022r.;2022;AM;F9;F9-bagno;APF;6,16E+14;M;34,5;S;NA;NEW;1;120;0;;NA;PP;1;0;PP;NA;;2022;-0,005398332
693;2805;3566;karpaty;11.08.2022r.;2022;AM;A8;A8-karpaty;APF;6,16E+14;M;26;S;NA;NEW;1;16;13;;NA;MW;1;2;MW;NA;;2022;-0,037535878
694;2806;3620;bagno;16.08.2022r.;2022;AM;B4;B4-bagno;APF;6,16E+14;M;27;S;NA;NEW;1;0;34;;NA;MW;1;59;MW;NA;;2022;0,416932951
695;2808;3596;karpaty;13.08.2022r.;2022;AM;J10;J10-karpaty;APF;6,16E+14;M;41;S;NA;NEW;1;120;0;;NA;MW;1;0;MW;NA;;2022;0,009815671
696;2808;3844;karpaty;28.08.2022r.;2022;AM;I9;I9-karpaty;APF;6,16E+14;M;40;S;NA;R;2;6;16;;NA;MW;2;0;MW;NA;;2022;0,009815671
697;2808;3900;karpaty;30.08.2022r.;2022;AM;G8;G8-karpaty;APF;6,16E+14;M;37;S;NA;R;3;120;0;;NA;MW;3;40;MW;NA;;2022;0,009815671
698;2811;3255;natura;05.07.2022r.;2022;AM;H10;H10-natura;APF;6,16E+14;M;42;S;NA;R;1;8;3;;NA;MW;3;0;UE;NA;;2022;-0,2859168
699;2811;3260;natura;07.07.2022r.;2022;AM;H10;H10-natura;APF;6,16E+14;M;35;S;NA;R;2;5;20;;NA;MW;4;45;AR;NA;;2022;-0,2859168
700;2811;3416;natura;24.07.2022r.;2022;AM;J5;J5-natura;APF;6,16E+14;M;40;S;NA;R;3;52;13;;NA;MW;5;42;MW;NA;;2022;-0,2859168
701;2811;3441;natura;26.07.2022r.;2022;AM;J5;J5-natura;APF;6,16E+14;M;37,5;S;NA;R;4;35;7;;NA;MW;6;0;MW;NA;;2022;-0,2859168
702;2811;3562;natura;10.08.2022r.;2022;AM;H10;H10-natura;APF;6,16E+14;M;39,5;S;NA;R;5;5;3;;NA;MW;7;0;MW;NA;;2022;-0,2859168
703;2811;3588;natura;12.08.2022r.;2022;AM;H7;H7-natura;APF;6,16E+14;M;35;S;NA;R;6;120;0;;NA;MW;8;4;MW;NA;;2022;-0,2859168
704;2811;3853;natura;28.08.2022r.;2022;AM;H10;H10-natura;APF;6,16E+14;M;37;S;NA;R;7;28;9;;NA;MW;9;0;MW;NA;;2022;-0,2859168
705;2811;3913;natura;30.08.2022r.;2022;AM;F5;F5-natura;APF;6,16E+14;M;34;S;NA;R;8;59;27;;NA;RZ;10;1;RZ;NA;;2022;-0,2859168
706;2812;3619;trojkat;15.08.2022r.;2022;AM;J4;J4-trojkat;APF;NA;M;12;JUV;NA;NEW;1;120;0;;NA;PP;1;0;PP;NA;;2022;-0,01541959
707;2813;3609;bagno;14.08.2022r.;2022;AM;A9;A9-bagno;APF;6,16E+14;M;28;S;NA;NEW;1;4;6;;NA;MW;1;47;MW;NA;;2022;0,001701485
708;2813;3985;bagno;03.09.2022r.;2022;AM;D2;D2-bagno;APF;6,16E+14;M;31,5;S;NA;R;2;3;30;;NA;PP;2;58;PP;NA;;2022;0,001701485
709;2814;3626;trojkat;16.08.2022r.;2022;AM;A9;A9-trojkat;APF;6,16E+14;M;27;S;NA;NEW;1;120;0;;NA;MW;1;0;MW;NA;;2022;-0,007806343
710;2815;3638;debowa;24.08.2022r.;2022;AM;B4;B4-debowa;APF;6,16E+14;F;21;NP;YES;NEW;1;0;26;;NA;MW;1;32;MW;NA;;2022;0,577219494
711;2815;3805;debowa;27.08.2022r.;2022;AM;B3;B3-debowa;APF;6,16E+14;F;19;NP;NO;R;2;58;41;;NA;PP;2;58;PP;NA;;2022;0,577219494
712;2816;3183;debowa;1.07.2022r.;2022;AM;D8;D8-debowa;APF;6,16E+14;M;38,5;NS;NA;NEW;1;23;4;NA;NA;MW;1;22;UE;NA;;2022;0,221305064
713;2816;3217;debowa;3.07.2022r.;2022;AM;A9;A9-debowa;APF;6,16E+14;M;35;S;NA;R;2;0;34;;NA;MW;2;2;UE;NA;;2022;0,221305064
714;2816;3326;debowa;19.07.2022r.;2022;AM;C5;C5-debowa;APF;6,16E+14;M;38;S;NA;R;3;0;15;;NA;MW;3;41;MW;NA;;2022;0,221305064
715;2816;3543;debowa;9.08.2022r.;2022;AM;C8;C8-debowa;APF;6,16E+14;M;37;S;NA;R;4;0;52;;NA;MW;5;0;MW;NA;;2022;0,221305064
716;2820;3565;karpaty;11.08.2022r.;2022;AM;A1;A1-karpaty;APF;6,16E+14;M;30,5;S;NA;NEW;1;20;29;;NA;MW;1;0;MW;NA;;2022;0,311732624
717;2821;3593;natura;12.08.2022r.;2022;AM;J2;J2-natura;APF;6,16E+14;M;23;S;NA;NEW;1;43;0;;NA;MW;1;15;MW;NA;;2022;-0,009427705
718;2822;3652;debowa;24.08.2022r.;2022;AM;H5;H5-debowa;APF;6,16E+14;F;29;NP;NO;NEW;1;0;18;;NA;MW;1;46;MW;NA;;2022;0,076872643
719;2823;3601;natura;13.08.2022r.;2022;AM;A5;A5-natura;APF;NA;M;12,5;JUV;NA;NEW;1;120;0;;NA;PP;1;37;PP;NA;;2022;-0,015091093
720;2824;3545;debowa;9.08.2022r.;2022;AM;B8;B8-debowa;APF;6,16E+14;M;30,5;S;NA;NEW;1;27;1;;NA;MW;1;0;MW;NA;;2022;-0,549448095
721;2825;3629;trojkat;16.08.2022r.;2022;AM;J2;J2-trojkat;APF;NA;M;11;JUV;NA;NEW;1;120;0;;NA;MW;1;0;MW;NA;;2022;-0,016094474
722;2826;3514;debowa;7.08.2022r.;2022;AM;J9;J9-debowa;APF;6,16E+14;M;37;S;NA;NEW;1;4;16;;NA;MW;1;31;MW;NA;;2022;0,007635457
723;2827;3527;wally;7.08.2022r.;2022;AM;C1;C1-wally;APF;6,16E+14;M;39,5;S;NA;NEW;1;18;12;;NA;PP;1;19;PP;NA;;2022;-0,107259598
724;2828;3539;wally;8.08.2022r.;2022;AM;J4;J4-wally;APF;6,16E+14;M;18,5;S;NA;NEW;1;120;0;;NA;PP;1;0;PP;NA;;2022;-0,01158372
725;283;899;bagno;14.lip.20;2020;AM;H9;H9-bagno;APF;NA;M;27;S;NA;R;1;0;9;NA;NA;JW;1;49;JW;NA;;2020;-0,159096509
726;283;1413;bagno;29.lip.20;2020;AM;I7;I7-bagno;APF;NA;M;30,5;S;NA;R;2;0;12;NA;NA;JW;2;35;JW;NA;;2020;-0,159096509
727;2830;3523;wally;7.08.2022r.;2022;AM;E4;E4-wally;APF;NA;M;23;S;NA;NEW;1;0;23;;NA;PP;1;48;PP;NA;;2022;0,194841211
728;2830;3537;wally;8.08.2022r.;2022;AM;I9;I9-wally;APF;NA;M;23;S;NA;R;2;58;16;;NA;PP;2;33;PP;NA;;2022;0,194841211
729;2832;3516;debowa;7.08.2022r.;2022;AM;F8;F8-debowa;APF;6,16E+14;M;23,5;S;NA;NEW;1;4;33;;NA;MW;1;13;MW;NA;;2022;0,872105954
730;2832;3651;debowa;24.08.2022r.;2022;AM;H4;H4-debowa;APF;6,16E+14;M;31;S;NA;R;2;0;45;;NA;MW;2;42;MW;NA;;2022;0,872105954
731;2832;3762;debowa;26.08.2022r.;2022;AM;H4;H4-debowa;APF;6,16E+14;M;28;S;NA;R;3;0;52;;NA;MW;3;25;MW;NA;;2022;0,872105954
732;2833;3519;debowa;7.08.2022r.;2022;AM;J1;J1-debowa;APF;6,16E+14;M;30,5;S;NA;NEW;1;120;0;;NA;MW;1;0;MW;NA;;2022;-0,006588316
733;2834;3630;trojkat;16.08.2022r.;2022;AM;H1;H1-trojkat;APF;6,16E+14;M;36,5;S;NA;NEW;1;120;0;;NA;MW;1;0;MW;NA;;2022;-0,004875828
734;2835;3607;bagno;14.08.2022r.;2022;AM;A1;A1-bagno;APF;6,16E+14;M;28;S;NA;NEW;1;30;14;;NA;MW;1;0;MW;NA;;2022;0,325182783
735;2835;3947;bagno;01.09.2022r.;2022;AM;A2;A2-bagno;APF;6,16E+14;M;33,5;S;NA;R;2;0;41;;NA;PP;2;44;PP;NA;;2022;0,325182783
736;2836;3722;debowa;25.08.2022r.;2022;AM;H2;H2-debowa;APF;6,16E+14;F;24;NP;NO;R;1;1;33;;NA;PP;2;49;PP;NA;;2022;0,403338443
737;2837;3608;bagno;14.08.2022r.;2022;AM;C6;C6-bagno;APF;6,16E+14;F;23,5;NP;NO;NEW;1;4;9;;NA;MW;1;26;MW;NA;;2022;-0,153974099
738;2838;3866;karpaty;29.08.2022r.;2022;AM;I9;I9-karpaty;APF;6,16E+14;F;36,5;NP;NO;R;1;0;29;;NA;MW;2;5;MW;NA;;2022;0,288693942
739;2843;3621;bagno;16.08.2022r.;2022;AM;H10;H10-bagno;APF;6,16E+14;M;33,5;S;NA;NEW;1;0;18;;NA;MW;1;0;MW;NA;;2022;0,067370038
740;2845;3541;debowa;9.08.2022r.;2022;AM;B4;B4-debowa;APF;6,16E+14;M;28;S;NA;NEW;1;19;4;;NA;MW;1;0;MW;NA;;2022;-0,500852343
741;2845;3730;debowa;25.08.2022r.;2022;AM;D2;D2-debowa;APF;6,16E+14;M;28,5;S;NA;R;2;16;4;;NA;PP;3;0;PP;NA;;2022;-0,500852343
742;2848;3610;bagno;14.08.2022r.;2022;AM;G8;G8-bagno;APF;6,16E+14;M;33;S;NA;NEW;1;1;11;;NA;MW;1;2;MW;NA;;2022;0,108952265
743;2848;3622;bagno;16.08.2022r.;2022;AM;I9;I9-bagno;APF;6,16E+14;M;30;S;NA;R;2;6;28;;NA;MW;2;55;MW;NA;;2022;0,108952265
744;2851;3507;debowa;7.08.2022r.;2022;AM;E10;E10-debowa;APF;6,16E+14;M;32,5;S;NA;NEW;1;119;0;;NA;MW;1;0;MW;NA;;2022;0,061465011
745;2851;3544;debowa;9.08.2022r.;2022;AM;A10;A10-debowa;APF;6,16E+14;M;32,5;S;NA;R;2;44;17;;NA;MW;2;0;MW;NA;;2022;0,061465011
746;2853;3517;debowa;7.08.2022r.;2022;AM;F1;F1-debowa;APF;6,16E+14;F;28;NP;YES;NEW;1;9;13;;NA;MW;1;14;MW;NA;;2022;0,329984974
747;2853;3647;debowa;24.08.2022r.;2022;AM;F1;F1-debowa;APF;6,16E+14;F;28;NP;NO;R;2;19;44;;NA;PP;2;56;PP;NA;;2022;0,329984974
748;2861;3501;wally;6.08.2022r.;2022;AM;H10;H10-wally;APF;6,16E+14;M;28,5;S;NA;NEW;1;2;13;;NA;MW;1;15;MW;NA;;2022;-0,045078668
749;2862;3502;wally;6.08.2022r.;2022;AM;I6;I6-wally;APF;6,16E+14;M;26;S;NA;NEW;1;14;5;;NA;MW;1;33;MW;NA;;2022;-0,306966566
750;2865;3633;trojkat;17.08.2022r.;2022;AM;J10;J10-trojkat;APF;6,16E+14;M;27,5;S;NA;NEW;1;36;15;;NA;MW;1;48;MW;NA;;2022;0,011294655
751;2867;3644;debowa;24.08.2022r.;2022;AM;F10;F10-debowa;APF;6,16E+14;M;24;S;NA;NEW;1;120;0;;NA;PP;1;0;PP;NA;;2022;-0,02278272
752;2867;3817;debowa;27.08.2022r.;2022;AM;F10;F10-debowa;APF;6,16E+14;M;23;S;NA;R;2;120;0;;NA;PP;2;14;PP;NA;;2022;-0,02278272
753;2868;3549;debowa;9.08.2022r.;2022;AM;G10;G10-debowa;APF;6,16E+14;M;33;S;NA;NEW;1;7;26;;NA;MW;1;27;MW;NA;;2022;0,336060561
754;2868;3723;debowa;25.08.2022r.;2022;AM;H10;H10-debowa;APF;6,16E+14;M;33;S;NA;R;2;8;25;;NA;PP;2;57;PP;NA;;2022;0,336060561
755;2869;3657;debowa;24.08.2022r.;2022;AM;J6;J6-debowa;APF;6,16E+14;M;39;S;NA;NEW;1;47;0;;NA;MW;1;14;MW;NA;;2022;0,054509114
756;2869;3821;debowa;27.08.2022r.;2022;AM;I7;I7-debowa;APF;6,16E+14;M;35;S;NA;R;2;14;17;;NA;PP;2;0;PP;NA;;2022;0,054509114
757;2870;3623;bagno;16.08.2022r.;2022;AM;J10;J10-bagno;APF;6,16E+14;M;21;S;NA;NEW;1;10;27;;NA;MW;1;59;MW;NA;;2022;0,300505909
758;2871;3646;debowa;24.08.2022r.;2022;AM;F2;F2-debowa;APF;6,16E+14;M;28;S;NA;NEW;1;1;36;;NA;PP;1;0;PP;NA;;2022;0,458352541
759;2871;3819;debowa;27.08.2022r.;2022;AM;F1;F1-debowa;APF;6,16E+14;M;26,5;S;NA;R;2;6;23;;NA;PP;2;52;PP;NA;;2022;0,458352541
760;2876;3331;debowa;19.07.2022r.;2022;AM;F9;F9-debowa;APF;NA;M;11;JUV;NA;NEW;1;23;8;;NA;MW;1;0;MW;NA;;2022;-0,010553467
761;2876;3482;debowa;6.08.2022r.;2022;AM;E10;E10-debowa;APF;6,16E+14;F;18,5;NP;NO;R;2;7;19;;NA;PP;2;36;PP;NA;;2022;-0,010553467
762;2877;3335;wally;19.07.2022r.;2022;AM;B1;B1-wally;APF;NA;F;13;JUV;NA;NEW;1;5;3;;NA;MW;1;35;MW;NA;;2022;0,060951306
763;2877;3493;wally;6.08.2022r.;2022;AM;A2;A2-wally;APF;6,16E+14;F;19;NP;NO;R;2;0;26;;NA;MW;2;22;MW;NA;;2022;0,060951306
764;2877;3522;wally;7.08.2022r.;2022;AM;A2;A2-wally;APF;6,16E+14;F;17;NP;NO;R;3;30;21;;NA;PP;3;48;PP;NA;;2022;0,060951306
765;2877;3700;wally;25.08.2022r.;2022;AM;D1;D1-wally;APF;6,16E+14;F;26;P;NO;R;4;0;16;;NA;MW;4;56;MW;NA;;2022;0,060951306
766;2878;3344;wally;19.07.2022r.;2022;AM;I9;I9-wally;APF;6,16E+14;F;24,5;P;YES;NEW;1;10;9;;NA;MW;1;0;MW;NA;;2022;-0,006175261
767;2878;3385;wally;21.07.2022r.;2022;AM;I9;I9-wally;APF;6,16E+14;F;22,5;NP;NO;R;3;87;20;;NA;PP;3;7;PP;NA;;2022;-0,006175261
768;2879;3389;wally;22.07.2022r.;2022;AM;G5;G5-wally;APF;6,16E+14;F;27;P;NO;R;1;0;29;;NA;PP;2;53;PP;NA;;2022;0,318157199
769;2880;3343;wally;19.07.2022r.;2022;AM;I8;I8-wally;APF;NA;M;11;JUV;NA;NEW;1;18;13;;NA;MW;1;0;MW;NA;;2022;0,006176362
770;2881;3341;wally;19.07.2022r.;2022;AM;H1;H1-wally;APF;6,16E+14;M;15;NS;NA;NEW;1;6;25;;NA;MW;1;40;MW;NA;;2022;0,300063444
771;2881;3503;wally;6.08.2022r.;2022;AM;J1;J1-wally;APF;6,16E+14;M;21,5;S;NA;R;2;0;18;;NA;MW;2;54;MW;NA;;2022;0,300063444
772;2881;3540;wally;8.08.2022r.;2022;AM;J1;J1-wally;APF;6,16E+14;M;22;S;NA;R;3;0;19;;NA;MW;3;51;MW;NA;;2022;0,300063444
773;2882;3377;wally;21.07.2022r.;2022;AM;F3;F3-wally;APF;6,16E+14;F;16,5;NP;YES;NEW;1;5;22;;NA;PP;1;0;PP;NA;;2022;0,204850506
774;2884;3388;wally;22.07.2022r.;2022;AM;A9;A9-wally;APF;6,16E+14;F;29;P;NO;NEW;1;9;17;;NA;PP;1;38;PP;NA;;2022;0,052757347
775;2885;3414;natura;24.07.2022r.;2022;AM;J2;J2-natura;APF;6,16E+14;M;33;S;NA;NEW;1;13;24;;NA;MW;1;50;MW;NA;;2022;0,86003536
776;2885;3437;natura;26.07.2022r.;2022;AM;J1;J1-natura;APF;6,16E+14;M;35;S;NA;R;2;5;42;;NA;MW;2;47;MW;NA;;2022;0,86003536
777;2885;3563;natura;10.08.2022r.;2022;AM;J2;J2-natura;APF;6,16E+14;M;34;S;NA;R;3;0;48;;NA;MW;3;60;MW;NA;;2022;0,86003536
778;2885;3591;natura;12.08.2022r.;2022;AM;J1;J1-natura;APF;6,16E+14;M;34;S;NA;R;4;5;52;;NA;MW;4;53;MW;NA;;2022;0,86003536
779;2885;3937;natura;31.08.2022r.;2022;AM;F1;F1-natura;APF;6,16E+14;M;34;S;NA;R;5;0;37;;NA;PP;5;53;PP;NA;;2022;0,86003536
780;2886;3410;natura;24.07.2022r.;2022;AM;C1;C1-natura;APF;6,16E+14;F;15;NP;NO;NEW;1;6;14;;NA;MW;1;41;MW;NA;;2022;0,101040879
781;2886;3434;natura;26.07.2022r.;2022;AM;A3;A3-natura;APF;6,16E+14;F;14;NP;NO;R;2;99;16;;NA;MW;2;0;MW;NA;;2022;0,101040879
782;2886;3940;natura;31.08.2022r.;2022;AM;G3;G3-natura;APF;6,16E+14;F;23,5;NP;NO;R;3;24;16;;NA;PP;4;7;PP;NA;;2022;0,101040879
783;2889;3413;natura;24.07.2022r.;2022;AM;G5;G5-natura;APF;6,16E+14;M;32;S;NA;NEW;1;81;0;;NA;MW;1;0;MW;NA;;2022;-0,006118224
